"nik","nama","tempatlahir","tanggallahir","jekel","alamat","agama","status"
"8234376608896700","Vanesa Amelia Yolanda","Administrasi Jakarta Selatan","2010-06-11","0","Gg. Pacuan Kuda No. 230, Bau-Bau 40651, JaTeng","1","0"
"6608366704921115","Radika Banawa Mahendra M.Pd","Probolinggo","1979-02-07","0","Psr. K.H. Maskur No. 190, Banjarmasin 45608, NTT","4","1"
"4243046110977839","Sadina Nuraini","Cimahi","1983-04-16","0","Kpg. Bara Tambar No. 258, Bandung 10524, SumBar","3","0"
"1069516610934933","Gina Kezia Padmasari","Bitung","1974-09-01","0","Dk. Padang No. 747, Ternate 76150, KalSel","2","1"
"3095132107166437","Ratih Febi Mardhiyah","Pangkal Pinang","1986-05-17","1","Kpg. Siliwangi No. 122, Bandar Lampung 45354, SumSel","4","0"
"5671540403187300","Setya Hidayat S.Sos","Metro","2019-02-02","0","Dk. Orang No. 745, Padangsidempuan 17692, Papua","3","1"
"7791161712939005","Dodo Galih Uwais S.I.Kom","Madiun","2000-08-29","0","Ds. Hang No. 963, Pagar Alam 65911, KalBar","4","0"
"8497531903029136","Ophelia Pertiwi","Tomohon","1986-03-25","1","Kpg. Teuku Umar No. 756, Administrasi Jakarta Utara 51938, MalUt","4","1"
"3231043110911773","Latika Kani Novitasari","Batu","2003-11-23","1","Jln. Veteran No. 951, Padangpanjang 21313, Bengkulu","1","0"
"0715084909051750","Genta Nurdiyanti S.Farm","Pangkal Pinang","1987-11-30","0","Psr. Barat No. 245, Depok 49408, KepR","5","0"
"1840702007150884","Teguh Wasita S.Sos","Bekasi","1986-02-23","1","Kpg. Baik No. 128, Tanjung Pinang 44465, SulSel","1","1"
"3222204101110020","Yulia Jamalia Hastuti","Balikpapan","1987-03-02","1","Ki. Fajar No. 522, Tebing Tinggi 90798, JaTim","0","1"
"4427554107957272","Eman Daryani Budiman S.E.I","Jambi","1997-02-16","0","Kpg. Eka No. 924, Kediri 55440, Bali","5","0"
"3072835402168229","Yani Pudjiastuti","Serang","1989-06-05","1","Gg. Rajiman No. 90, Surakarta 56119, JaBar","3","0"
"5432830608978695","Samiah Mandasari","Bogor","1979-07-17","1","Jr. Qrisdoren No. 889, Lhokseumawe 61930, SulTra","0","1"
"2156002102061072","Nasim Pranowo","Padangsidempuan","2014-10-21","0","Kpg. B.Agam Dlm No. 236, Magelang 67155, SulTra","2","1"
"1929721309157895","Sadina Yuliarti","Tegal","1974-07-15","1","Kpg. Madrasah No. 988, Ternate 89828, DKI","3","0"
"1432640411077326","Intan Purwanti","Yogyakarta","1982-11-20","1","Ds. Soekarno Hatta No. 546, Kupang 86281, SulTeng","0","0"
"5231104311185036","Fathonah Kusmawati","Lubuklinggau","1972-08-06","0","Kpg. Ahmad Dahlan No. 430, Prabumulih 61497, SulTeng","3","1"
"7134393005001930","Sakti Lazuardi","Salatiga","1998-09-28","0","Dk. Sumpah Pemuda No. 521, Metro 51105, Riau","4","1"
"5393745509009602","Syahrini Kuswandari S.Gz","Dumai","1982-03-10","0","Kpg. Jayawijaya No. 715, Pagar Alam 29153, Lampung","2","1"
"7180406011910394","Maya Rahmawati S.E.I","Kupang","2014-03-11","0","Jln. B.Agam 1 No. 786, Sawahlunto 87659, PapBar","4","1"
"2989470808137951","Pandu Hutasoit","Kupang","1991-03-10","0","Ki. Abdullah No. 597, Pangkal Pinang 33838, SumSel","2","1"
"9549980307081836","Chelsea Sakura Safitri","Pariaman","1977-10-14","1","Psr. Setiabudhi No. 651, Padangsidempuan 35538, JaTim","0","0"
"1615853001034316","Rika Tira Hasanah M.Pd","Subulussalam","1980-11-11","1","Ds. Barasak No. 512, Manado 57669, KalTeng","3","0"
"6262050109137492","Karja Sihotang","Cimahi","1971-07-12","0","Ki. Baranang Siang Indah No. 356, Batu 85332, SulTeng","1","1"
"8039255908917616","Fitria Hesti Yuliarti S.I.Kom","Administrasi Jakarta Pusat","1982-07-06","0","Ds. Ujung No. 783, Lhokseumawe 65903, DKI","0","0"
"6754542004085943","Siti Zelda Astuti","Kotamobagu","2002-06-25","1","Jln. Eka No. 911, Pontianak 48512, SumBar","2","0"
"7405126309052488","Ella Riyanti","Administrasi Jakarta Utara","1976-10-16","1","Jr. Kalimalang No. 465, Pariaman 42355, MalUt","5","1"
"8915196305105343","Humaira Febi Wulandari S.Sos","Bengkulu","1990-10-07","1","Ds. Orang No. 889, Jayapura 42413, KalSel","2","1"
"2179744206183745","Tari Wastuti S.Farm","Tual","1995-08-28","1","Dk. Kalimantan No. 540, Lubuklinggau 94086, Bali","3","0"
"5872335512983818","Rahmi Usamah","Bandar Lampung","2004-05-23","1","Gg. Industri No. 527, Cilegon 38039, SulTeng","2","1"
"8727991206188366","Ellis Nurdiyanti","Bau-Bau","2011-12-25","0","Ds. Casablanca No. 771, Banjarbaru 69204, Aceh","3","0"
"1744271902131794","Hardi Cecep Prakasa S.Farm","Pangkal Pinang","1987-10-26","0","Ds. Kebonjati No. 903, Cirebon 41144, MalUt","2","1"
"3176715210047277","Kartika Natalia Nasyidah S.Sos","Ternate","2009-12-01","0","Jr. Cikutra Timur No. 816, Tomohon 65970, SulTra","1","0"
"1840952106972371","Prabowo Sihotang","Batu","1993-03-30","1","Dk. Sugiono No. 827, Tebing Tinggi 53227, DKI","4","0"
"8393706904899014","Harimurti Wibisono","Samarinda","2010-01-19","0","Dk. Camar No. 487, Prabumulih 88395, Jambi","1","0"
"1320172107996053","Wardaya Tampubolon","Probolinggo","1998-03-17","0","Ki. Pacuan Kuda No. 63, Dumai 51710, Lampung","0","1"
"0784960106927476","Nyana Pratama","Cilegon","1972-03-12","0","Gg. Pasteur No. 902, Gunungsitoli 57152, PapBar","3","0"
"0196331111934640","Kenari Simanjuntak","Padangpanjang","2012-05-01","0","Jr. HOS. Cjokroaminoto (Pasirkaliki) No. 252, Bandar Lampung 65457, SulBar","2","0"
"6066380501984006","Simon Candra Mandala","Lhokseumawe","1978-06-06","1","Psr. Panjaitan No. 229, Mojokerto 58039, Papua","4","0"
"2117830808157261","Maryadi Sihombing","Mojokerto","1978-10-07","0","Kpg. Ki Hajar Dewantara No. 556, Gunungsitoli 42913, Banten","2","0"
"4809732803024538","Lala Novitasari S.T.","Sorong","1970-09-28","0","Jr. W.R. Supratman No. 830, Bontang 74782, Jambi","2","0"
"1315364903164491","Lanjar Thamrin","Pagar Alam","1974-12-16","0","Ki. Merdeka No. 701, Cirebon 33888, Riau","4","1"
"1469785811108618","Caturangga Waskita M.TI.","Sungai Penuh","2002-11-14","0","Jr. Karel S. Tubun No. 919, Lubuklinggau 24972, KalBar","2","0"
"8287665001139860","Emong Luhung Pranowo","Madiun","1971-01-02","0","Gg. Bagas Pati No. 930, Banjarbaru 37378, KalBar","4","1"
"2133187012978203","Tantri Usada","Pontianak","2016-06-12","1","Gg. Raden No. 870, Langsa 37497, Gorontalo","3","1"
"9184414109014044","Qori Widiastuti S.E.I","Yogyakarta","1982-04-08","1","Kpg. Gajah Mada No. 698, Serang 68268, SumBar","5","0"
"0229626012069888","Atma Pradipta","Samarinda","2018-11-18","0","Psr. Zamrud No. 915, Jambi 83060, SumSel","4","1"
"6985116807918896","Nova Yulianti","Surabaya","2011-12-26","1","Psr. Taman No. 811, Bekasi 42459, Banten","3","0"
"1351941307983421","Vinsen Nugroho","Bandung","1984-11-06","0","Ds. Tangkuban Perahu No. 324, Bukittinggi 27303, DIY","4","1"
"2334870609975269","Gamanto Anggriawan","Kendari","1982-09-19","1","Jln. Baranang Siang Indah No. 466, Tasikmalaya 62027, MalUt","4","0"
"8759705808092259","Banawa Panca Tamba S.Ked","Makassar","1971-12-29","0","Jln. Setiabudhi No. 677, Sungai Penuh 29248, JaBar","3","0"
"7813642209935313","Prabowo Putra","Langsa","1974-02-02","1","Psr. Imam Bonjol No. 352, Tanjungbalai 77319, Bengkulu","1","1"
"0136582002162235","Gaduh Damu Sitorus S.Pd","Bekasi","1991-02-09","0","Jln. Basoka No. 238, Jayapura 80640, Riau","3","0"
"5173895207053789","Dono Hakim","Yogyakarta","1995-05-02","1","Jr. Sugiyopranoto No. 64, Denpasar 22161, BaBel","0","0"
"6943582812913567","Rahmi Hastuti S.E.I","Pagar Alam","2010-03-19","1","Ds. Rajawali No. 610, Administrasi Jakarta Timur 52311, NTB","0","1"
"9194753009928080","Rahmi Kuswandari","Lubuklinggau","2012-04-12","1","Jr. Ciumbuleuit No. 470, Probolinggo 66647, DKI","2","1"
"3677306409078952","Wardi Wahyudin M.Kom.","Tangerang","2003-11-22","0","Jr. Suharso No. 951, Pekanbaru 77395, Lampung","5","0"
"6906556807166448","Winda Mutia Padmasari","Depok","1998-12-05","0","Dk. Hang No. 346, Balikpapan 43764, Bengkulu","1","1"
"8151916406973268","Zulaikha Suartini","Bogor","2004-06-16","0","Ds. Mulyadi No. 222, Pangkal Pinang 81034, Lampung","0","1"
"1295320309981741","Darman Mangunsong","Sungai Penuh","1972-04-20","1","Jr. Kebangkitan Nasional No. 63, Sukabumi 90704, SumBar","0","0"
"4422101312162830","Danang Mahendra","Tangerang Selatan","1978-09-07","1","Gg. Kartini No. 209, Pekalongan 21894, KalTeng","4","0"
"4995944612126579","Kartika Olivia Permata","Mojokerto","1980-05-27","0","Dk. Reksoninten No. 428, Sungai Penuh 95559, Papua","2","1"
"5095824912168401","Sidiq Jatmiko Firmansyah","Ambon","1970-07-25","1","Ki. Merdeka No. 784, Dumai 56871, SumBar","3","0"
"1207025201151312","Aisyah Sudiati S.IP","Bandung","2007-12-01","1","Ds. Perintis Kemerdekaan No. 311, Bandar Lampung 25975, KalTeng","3","0"
"3818814810020015","Raina Wijayanti S.Pt","Bengkulu","1992-04-04","1","Kpg. Raden Saleh No. 179, Depok 75230, SulBar","4","0"
"0184521607014622","Mulyanto Dirja Pradana","Blitar","1980-04-06","1","Dk. Surapati No. 48, Sungai Penuh 36285, BaBel","3","1"
"9171381204959013","Zaenab Olivia Lestari S.Pd","Mataram","2018-05-19","0","Jr. Kyai Mojo No. 922, Padangsidempuan 25654, JaTeng","5","1"
"7688246612123261","Qori Yulianti","Pematangsiantar","1986-10-24","0","Psr. Thamrin No. 227, Pangkal Pinang 79669, NTT","3","1"
"2251774709179136","Karen Indah Suartini","Tidore Kepulauan","2000-04-15","1","Kpg. Setiabudhi No. 208, Pariaman 56214, Jambi","3","0"
"6690803012923436","Kiandra Puspasari","Padang","1971-07-23","1","Jr. Astana Anyar No. 422, Tual 15429, SumUt","2","1"
"1191170603189324","Qori Usada","Palembang","1984-02-17","1","Kpg. Thamrin No. 716, Sungai Penuh 76046, SumBar","3","1"
"1274003001119512","Lega Pradipta","Bau-Bau","1970-06-16","1","Jr. Sutami No. 967, Banjar 40503, BaBel","2","1"
"4835322504956895","Cakrabuana Tampubolon M.TI.","Dumai","1981-05-19","1","Psr. Sudirman No. 710, Lubuklinggau 21293, SumUt","3","1"
"6054115909081105","Dina Ratna Nuraini M.Farm","Probolinggo","1988-10-07","0","Kpg. Gajah Mada No. 356, Blitar 10329, KalTeng","0","1"
"4576890903978326","Zalindra Laila Purnawati M.M.","Lubuklinggau","1982-11-19","0","Ds. Warga No. 864, Tebing Tinggi 10594, KalBar","2","0"
"9689427107183927","Cengkir Irsad Hidayanto M.Pd","Jambi","1987-06-16","0","Gg. Bagonwoto  No. 885, Yogyakarta 80162, KalBar","0","0"
"7329434809073090","Jefri Sihombing","Bima","1973-12-03","0","Jr. K.H. Maskur No. 84, Cimahi 31752, Maluku","5","0"
"1171546511966095","Salsabila Hilda Yuniar","Tangerang Selatan","1976-10-25","1","Jr. Dewi Sartika No. 652, Pasuruan 68046, NTT","2","0"
"9566162707062375","Eva Purwanti","Tebing Tinggi","1994-06-02","0","Kpg. Wahid Hasyim No. 123, Depok 84510, NTT","3","1"
"0686086408946906","Rini Riyanti","Kotamobagu","2008-06-04","0","Dk. Banal No. 143, Bengkulu 33541, Riau","0","0"
"2953366305011488","Icha Rahmawati","Blitar","2013-03-26","0","Gg. Dipatiukur No. 230, Balikpapan 94774, KalBar","1","0"
"5210914410019662","Usman Damanik","Madiun","1978-07-21","1","Psr. Yosodipuro No. 529, Tebing Tinggi 37918, KalSel","3","0"
"6466111504127476","Satya Gunawan","Tomohon","1983-05-16","1","Ki. Yos No. 849, Cilegon 68808, KalTim","3","0"
"1522144511118155","Ina Purnawati S.Psi","Metro","1998-06-23","0","Psr. Astana Anyar No. 926, Semarang 81842, DKI","4","0"
"2164782206915122","Kartika Keisha Rahmawati M.Kom.","Palembang","1976-12-23","0","Ki. Ters. Kiaracondong No. 50, Blitar 67978, SulTeng","2","0"
"2283536905114917","Cager Utama","Tomohon","1970-07-30","0","Ds. Dr. Junjunan No. 964, Bukittinggi 52280, Lampung","4","1"
"7773333008188247","Umay Bajragin Zulkarnain S.E.I","Bukittinggi","1979-06-18","1","Kpg. Wahid Hasyim No. 1, Singkawang 57885, NTT","3","0"
"9645453101949434","Puspa Kuswandari","Bau-Bau","1981-11-12","0","Ds. Bara Tambar No. 520, Tebing Tinggi 23313, SulSel","1","1"
"9162045905000275","Ibun Virman Widodo","Lubuklinggau","1971-03-12","0","Jr. Pelajar Pejuang 45 No. 850, Tebing Tinggi 47385, MalUt","2","0"
"4670215501044957","Rudi Karja Damanik","Jayapura","1970-01-13","1","Ds. Ketandan No. 692, Pekalongan 21938, KalUt","0","1"
"7898934104998135","Sabrina Malika Nurdiyanti S.Ked","Binjai","1995-10-25","1","Dk. Nangka No. 357, Administrasi Jakarta Pusat 46427, JaTeng","1","0"
"2775980109116680","Lantar Manullang","Administrasi Jakarta Selatan","1970-06-02","0","Jln. Basoka Raya No. 90, Payakumbuh 46652, Gorontalo","3","1"
"1920946903023293","Faizah Riyanti","Tegal","1984-06-09","0","Psr. Villa No. 464, Kediri 58749, Maluku","3","0"
"6049571710003034","Daryani Budiyanto","Tasikmalaya","2005-10-07","0","Psr. BKR No. 108, Bandung 65234, SulUt","0","0"
"4167152812084225","Galiono Setiawan","Madiun","2012-03-03","0","Ki. Sumpah Pemuda No. 690, Depok 66427, Papua","5","0"
"4380694705083535","Salsabila Widiastuti","Cimahi","2003-02-01","1","Dk. Ir. H. Juanda No. 648, Metro 22007, SulUt","2","0"
"5742704804070888","Jarwadi Saptono","Surakarta","2005-02-20","1","Gg. Salam No. 910, Administrasi Jakarta Utara 12078, SulBar","2","0"
"7640135303141085","Juli Padmasari","Ambon","1990-12-27","1","Psr. Orang No. 311, Sungai Penuh 61289, SulSel","1","0"
"0433470308961811","Gilang Edi Rajasa","Solok","2007-05-03","1","Psr. Flora No. 865, Medan 50550, JaTeng","0","0"
"4380820305953430","Yunita Fujiati","Parepare","1970-10-30","0","Dk. Ciumbuleuit No. 980, Pagar Alam 27717, MalUt","4","1"
"2426371003934217","Janet Safitri","Salatiga","1987-04-20","0","Jr. Baung No. 957, Pangkal Pinang 19061, SulTeng","1","1"
"1296805107901172","Zulfa Lestari","Banjarmasin","2012-05-17","0","Ds. Sutami No. 64, Banjar 52449, BaBel","5","1"
"3374275212933907","Talia Zahra Zulaika","Kediri","1986-10-03","0","Jln. Ters. Buah Batu No. 313, Tasikmalaya 72115, KalSel","2","0"
"7576715503186185","Agnes Icha Pertiwi S.Kom","Kotamobagu","1992-08-04","0","Jr. Labu No. 580, Bekasi 19040, SulTra","5","1"
"3966740808125895","Janet Mutia Pertiwi S.Psi","Subulussalam","1997-05-05","1","Dk. Teuku Umar No. 12, Tidore Kepulauan 90263, JaTim","4","1"
"7882516910184951","Bakiadi Mahendra","Banjar","1978-09-18","0","Gg. Tangkuban Perahu No. 955, Sukabumi 24686, KalSel","5","1"
"6830580612047453","Caraka Embuh Winarno","Surabaya","1980-01-16","1","Gg. Sutarto No. 528, Pontianak 62107, SulSel","4","1"
"6588405803012844","Violet Lestari","Kendari","1980-12-13","0","Dk. Gedebage Selatan No. 6, Denpasar 69858, Gorontalo","2","0"
"2325540304072465","Titi Carla Nasyiah M.TI.","Bekasi","1997-12-30","1","Dk. Antapani Lama No. 656, Palopo 52282, PapBar","3","1"
"4387263007150494","Estiawan Jaga Mahendra S.Sos","Batam","1989-03-12","1","Jln. Dr. Junjunan No. 618, Lhokseumawe 87665, KepR","3","1"
"0507593010927385","Mumpuni Elon Nainggolan","Padangpanjang","1982-09-09","1","Jr. Uluwatu No. 866, Pariaman 53808, Bengkulu","0","1"
"4774571701144764","Siti Pratiwi","Surakarta","1990-07-12","0","Jr. Merdeka No. 128, Pariaman 55380, SulTeng","1","0"
"7321310406073138","Jono Aditya Ardianto S.T.","Bogor","1981-07-06","1","Kpg. Asia Afrika No. 228, Balikpapan 26129, JaTeng","5","1"
"8757292603947225","Hilda Lalita Widiastuti S.Gz","Sungai Penuh","2002-10-21","0","Jr. Radio No. 74, Serang 73064, SulUt","4","0"
"1060366312919999","Kayla Puspasari M.M.","Parepare","1986-06-07","1","Jln. Gotong Royong No. 908, Langsa 50952, KalBar","2","1"
"6944662311054587","Vero Putra","Langsa","1987-02-10","0","Jln. Pasirkoja No. 499, Batam 30741, Papua","3","1"
"9334474410893058","Farah Zulaika","Padangsidempuan","1973-01-12","0","Jr. Babakan No. 161, Subulussalam 95620, KalTim","1","1"
"3076223010936657","Tari Lailasari","Blitar","2011-07-03","1","Ki. Ters. Buah Batu No. 340, Magelang 18750, SumSel","4","1"
"7480106307041991","Ratna Mulyani","Samarinda","1994-11-22","1","Psr. Sutarto No. 244, Pagar Alam 85720, DKI","3","1"
"9109716104141235","Mursita Hari Hidayanto","Pasuruan","2005-08-29","0","Gg. Jend. A. Yani No. 960, Yogyakarta 79158, JaTim","3","0"
"6853521411996974","Jati Utama M.Pd","Tanjung Pinang","1982-06-25","1","Ki. Teuku Umar No. 897, Padang 12730, SumUt","2","0"
"8339024806016582","Jamalia Fujiati","Kendari","1989-01-14","1","Jr. Umalas No. 946, Sukabumi 77763, SumSel","4","0"
"4132080106973829","Ani Sudiati","Manado","2012-01-06","1","Kpg. Tentara Pelajar No. 670, Medan 82148, BaBel","3","0"
"3273650808894774","Tantri Sadina Agustina S.Sos","Tasikmalaya","2009-05-08","0","Jln. Karel S. Tubun No. 957, Pangkal Pinang 28085, KepR","0","1"
"6416785303040653","Hafshah Padmasari","Denpasar","2006-11-21","1","Kpg. Tubagus Ismail No. 343, Tasikmalaya 82443, SulBar","0","0"
"6473872210141589","Ratih Utami","Tangerang Selatan","1973-02-03","1","Psr. W.R. Supratman No. 180, Tasikmalaya 88667, MalUt","4","1"
"8900062502155550","Rina Gina Maryati","Bukittinggi","1982-09-04","1","Dk. Batako No. 271, Bukittinggi 75164, KepR","1","1"
"8096961102998826","Lidya Mardhiyah","Tomohon","2008-06-06","1","Kpg. Sudirman No. 472, Banjarbaru 62787, KalUt","4","0"
"7268782411036739","Asirwada Lukman Kuswoyo M.M.","Yogyakarta","1975-12-12","0","Ds. Bah Jaya No. 113, Depok 17009, Riau","3","1"
"5468735212101937","Wadi Gunawan M.Ak","Tomohon","2013-02-09","1","Psr. Sentot Alibasa No. 830, Dumai 25631, Papua","4","0"
"9008062109936735","Yuliana Widya Prastuti M.Pd","Batu","1976-12-17","1","Dk. Imam No. 820, Pematangsiantar 65058, Banten","2","1"
"2259626406100636","Paulin Hassanah S.T.","Bandar Lampung","2009-08-13","1","Jr. Jambu No. 356, Parepare 48088, BaBel","0","0"
"0207896606170116","Umar Hakim","Cimahi","1971-01-20","1","Ki. Sadang Serang No. 135, Sawahlunto 43157, Maluku","1","0"
"9377852002944521","Lala Anggraini M.TI.","Surabaya","1975-07-03","1","Kpg. Sentot Alibasa No. 672, Sabang 46803, KalUt","5","1"
"2924031007091852","Nyana Jail Natsir M.Pd","Parepare","1978-01-26","0","Kpg. Ronggowarsito No. 390, Sibolga 55694, KalTim","3","0"
"5994081105115225","Gamanto Wibisono","Kendari","1999-02-20","0","Gg. Dipenogoro No. 607, Tarakan 91209, SulSel","0","1"
"1979951309108634","Gara Maryadi","Tangerang Selatan","2006-08-04","0","Jr. Qrisdoren No. 923, Administrasi Jakarta Utara 20276, SulSel","3","0"
"3986334802919047","Prasetya Sabri Maryadi M.Farm","Tanjung Pinang","2014-11-18","1","Jr. Yos No. 759, Pontianak 39927, Lampung","0","1"
"2222335407060537","Kezia Usamah","Gorontalo","2007-01-15","0","Jln. Uluwatu No. 131, Pasuruan 21737, Bengkulu","0","0"
"5616441805950438","Darmana Uwais S.Farm","Jayapura","1999-06-04","0","Jr. Radio No. 252, Kendari 97222, SulTeng","1","1"
"7068790701105556","Vinsen Halim","Prabumulih","1970-06-16","1","Dk. Madiun No. 630, Padang 15567, JaBar","5","0"
"7759076105105874","Queen Rahimah","Solok","2012-03-28","0","Ds. Bakti No. 211, Lubuklinggau 27549, KalTim","1","0"
"3020156302028059","Ina Yuliana Pertiwi M.TI.","Samarinda","1996-10-10","1","Jln. Baha No. 228, Manado 22013, Aceh","1","0"
"7420121909925353","Unjani Purwanti","Palu","2002-04-16","0","Jr. Ahmad Dahlan No. 459, Sawahlunto 74552, DKI","3","0"
"3978772501104466","Tasnim Nainggolan S.E.","Pagar Alam","1986-08-01","1","Ds. Suryo No. 690, Pagar Alam 28602, Bali","1","1"
"6343784702083396","Ihsan Megantara","Makassar","1995-04-10","0","Jln. Moch. Ramdan No. 926, Banjarbaru 19797, Bali","3","1"
"2822450306921350","Patricia Usamah M.TI.","Tegal","2005-10-31","1","Psr. Cut Nyak Dien No. 276, Banjarmasin 56872, Jambi","4","1"
"5630245509084218","Ilyas Nasab Mangunsong","Balikpapan","1984-09-15","1","Jln. Haji No. 394, Solok 55521, PapBar","2","0"
"7406951502929577","Ami Nasyidah","Pematangsiantar","1970-12-14","0","Psr. Diponegoro No. 260, Blitar 46881, Aceh","0","1"
"5617726107962097","Hana Susanti S.E.I","Blitar","2018-12-28","0","Ds. Bagonwoto  No. 730, Sabang 41724, Bengkulu","0","1"
"3197315510973649","Cici Violet Purnawati S.E.I","Sawahlunto","2012-10-04","0","Ds. Tangkuban Perahu No. 930, Bandar Lampung 92330, KalSel","0","0"
"8014986510901459","Lega Daniswara Zulkarnain S.T.","Magelang","1973-09-28","1","Jln. Dipatiukur No. 508, Tual 22352, PapBar","1","1"
"3208881309921278","Jasmani Harja Pradana","Singkawang","2001-06-04","0","Ki. Laswi No. 633, Tasikmalaya 13979, SumUt","2","1"
"7149281809948647","Jarwi Darijan Nugroho","Administrasi Jakarta Utara","1996-03-28","0","Jr. Bakti No. 649, Ambon 74588, Bengkulu","4","1"
"2100020812136885","Ulya Bella Mardhiyah","Bau-Bau","1992-05-14","0","Jr. Achmad No. 769, Manado 76486, BaBel","4","1"
"7317860701937228","Cici Rahimah","Cilegon","1982-11-19","1","Ki. Adisucipto No. 564, Pekanbaru 48645, Lampung","1","1"
"4251251103115504","Yoga Dartono Suwarno S.I.Kom","Bengkulu","1981-08-25","0","Dk. Cihampelas No. 866, Sawahlunto 20151, Bengkulu","0","0"
"3274081403131708","Tami Wijayanti","Administrasi Jakarta Selatan","1981-07-10","0","Jln. Bagis Utama No. 822, Cilegon 61460, JaTim","0","0"
"9603807103022498","Nova Uyainah","Bontang","2005-05-26","1","Psr. Wahidin Sudirohusodo No. 653, Pematangsiantar 62722, MalUt","5","0"
"6969215004112829","Gandi Simbolon","Administrasi Jakarta Selatan","1998-07-26","0","Jln. Moch. Ramdan No. 931, Magelang 25381, Aceh","2","0"
"5976961402048440","Rahmi Nuraini","Pangkal Pinang","1985-07-26","0","Ds. Basket No. 460, Kotamobagu 79958, KalSel","0","1"
"6230500511059485","Heryanto Nashiruddin S.Psi","Sabang","1997-09-16","0","Ki. Sunaryo No. 629, Tegal 88557, SulTra","3","1"
"2945111811169180","Kasiyah Rahimah","Bukittinggi","1983-06-03","1","Ki. K.H. Wahid Hasyim (Kopo) No. 679, Jambi 69032, KalUt","4","0"
"4687805502032116","Adhiarja Prabu Natsir M.Kom.","Palembang","2008-07-19","0","Kpg. Bambon No. 149, Semarang 47971, NTB","3","0"
"3530624904119323","Ganep Damanik","Administrasi Jakarta Pusat","1981-06-20","0","Ki. Warga No. 830, Bima 55079, Aceh","4","1"
"8437330103075834","Adikara Vero Utama S.IP","Tarakan","1982-12-02","0","Psr. Dipenogoro No. 312, Singkawang 26880, KepR","2","0"
"0853976705919961","Lasmanto Heru Salahudin S.Ked","Mojokerto","1973-03-24","1","Jln. Sadang Serang No. 542, Administrasi Jakarta Selatan 15906, SulTeng","0","0"
"5504092904101800","Yance Nasyidah S.Psi","Sabang","1991-03-28","1","Kpg. Arifin No. 429, Jambi 48288, JaBar","4","0"
"2244385006180480","Emin Galih Tamba M.Pd","Kupang","1992-02-25","0","Dk. Salatiga No. 121, Cilegon 53746, KalTim","5","1"
"1589555311012081","Uli Utami","Pasuruan","2018-05-23","0","Jr. Jakarta No. 337, Padangpanjang 51858, JaTeng","4","0"
"8397285808178958","Ganep Anggriawan","Sibolga","1984-04-04","0","Jr. Raden Saleh No. 387, Tanjung Pinang 27414, KalTim","4","0"
"0131312704954610","Kiandra Pertiwi S.Gz","Probolinggo","1973-02-08","1","Ki. Yap Tjwan Bing No. 601, Bitung 98482, Riau","5","0"
"0750344301113624","Queen Hariyah","Kupang","2001-11-13","0","Kpg. Samanhudi No. 50, Tanjung Pinang 43571, Gorontalo","4","0"
"5061135406082676","Balapati Firgantoro","Jayapura","1986-04-03","1","Dk. Sudirman No. 658, Administrasi Jakarta Selatan 63849, KalTeng","0","0"
"4502560810094744","Patricia Laksita","Depok","1984-03-19","0","Jln. Untung Suropati No. 929, Magelang 52454, Bengkulu","1","0"
"3846953010984719","Hani Wulandari","Surakarta","2004-11-01","0","Kpg. Nangka No. 68, Tidore Kepulauan 31998, SulTeng","2","1"
"1746245212181009","Natalia Wulandari","Kupang","2009-01-17","0","Ds. Pasir Koja No. 155, Probolinggo 29780, KalTim","4","0"
"4104972610167434","Ciaobella Putri Prastuti M.Pd","Banjarmasin","1996-06-21","0","Kpg. Wahidin Sudirohusodo No. 564, Cirebon 53739, SulBar","0","0"
"6366691505990991","Patricia Puspasari M.Pd","Gorontalo","1973-06-26","1","Jr. Labu No. 978, Langsa 69337, KalTeng","5","0"
"8979564907900711","Unjani Nilam Nuraini S.Sos","Singkawang","1994-01-25","1","Kpg. Dr. Junjunan No. 800, Payakumbuh 74269, SulBar","1","1"
"0456390308180384","Taufan Situmorang","Subulussalam","1985-03-07","1","Dk. Babadan No. 933, Depok 40622, DIY","1","0"
"0139821809171349","Parman Pradana","Sabang","1982-05-12","1","Gg. Untung Suropati No. 497, Palembang 65783, PapBar","0","1"
"8074845207892174","Sabrina Yulianti M.M.","Payakumbuh","1982-12-01","1","Kpg. Sam Ratulangi No. 311, Bitung 80557, SulTra","4","0"
"1610170304166432","Kairav Prabowo","Tasikmalaya","2014-05-09","1","Kpg. Industri No. 692, Manado 29491, KalSel","2","0"
"2312474709104581","Ika Yolanda","Administrasi Jakarta Utara","1989-04-04","1","Dk. Jaksa No. 316, Madiun 31043, Papua","1","1"
"0306235208100557","Daniswara Irnanto Hutapea S.Psi","Solok","1974-04-11","0","Jr. Ujung No. 998, Palopo 70444, Maluku","2","1"
"5573490507931700","Yahya Mansur S.Gz","Dumai","1997-02-21","1","Ds. Rumah Sakit No. 716, Jayapura 30158, JaTim","5","1"
"7153186201168914","Cinthia Sarah Pratiwi","Sorong","1994-01-19","1","Jln. Moch. Toha No. 878, Sukabumi 98688, NTB","4","1"
"5834881003084891","Yulia Ulya Hariyah S.E.","Manado","1987-08-29","1","Jln. Elang No. 859, Pematangsiantar 60976, Lampung","0","0"
"5377016312051888","Jayadi Kairav Nugroho","Bengkulu","2010-02-03","0","Ds. Yosodipuro No. 899, Metro 97124, MalUt","3","1"
